"filename", "language", "JavaScript", "Markdown", "JSON", "YAML", "PostCSS", "HTML", "JavaScript JSX", "comment", "blank", "total"
"f:\My Projects\SnakrX\src\components\home\actionPanels\HomeFriendsSection.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 151, 0, 13, 164
"f:\My Projects\SnakrX\src\components\home\actionPanels\HomeJourneySection.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 40, 0, 3, 43
"f:\My Projects\SnakrX\src\components\home\actionPanels\HomeQuickActionsSection.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 51, 0, 3, 54
"f:\My Projects\SnakrX\src\components\home\actionPanels\HomeTopPlayersSection.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 55, 0, 3, 58
"f:\My Projects\SnakrX\src\components\home\homeSections.test.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 72, 0, 11, 83
"f:\My Projects\SnakrX\src\components\home\homeUtils.js", "JavaScript", 89, 0, 0, 0, 0, 0, 0, 0, 13, 102
"f:\My Projects\SnakrX\src\components\home\homeUtils.test.js", "JavaScript", 67, 0, 0, 0, 0, 0, 0, 0, 10, 77
"f:\My Projects\SnakrX\src\components\landing\LandingBackground.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 26, 0, 3, 29
"f:\My Projects\SnakrX\src\components\landing\LandingCtaSection.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 38, 0, 3, 41
"f:\My Projects\SnakrX\src\components\landing\LandingFeaturesSection.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 67, 0, 4, 71
"f:\My Projects\SnakrX\src\components\landing\LandingFooter.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 42, 0, 5, 47
"f:\My Projects\SnakrX\src\components\landing\LandingHeroSection.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 91, 0, 5, 96
"f:\My Projects\SnakrX\src\components\landing\LandingModesSection.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 59, 0, 4, 63
"f:\My Projects\SnakrX\src\components\landing\LandingNav.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 32, 0, 4, 36
"f:\My Projects\SnakrX\src\components\landing\LandingTechSection.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 52, 0, 4, 56
"f:\My Projects\SnakrX\src\components\landing\landingPageData.js", "JavaScript", 97, 0, 0, 0, 0, 0, 0, 0, 5, 102
"f:\My Projects\SnakrX\src\components\layout\AppLayout.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 68, 12, 9, 89
"f:\My Projects\SnakrX\src\components\layout\Footer.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 51, 9, 9, 69
"f:\My Projects\SnakrX\src\components\layout\Footer.test.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 19, 0, 4, 23
"f:\My Projects\SnakrX\src\components\layout\Header.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 116, 0, 9, 125
"f:\My Projects\SnakrX\src\components\layout\PublicPageLayout.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 23, 0, 5, 28
"f:\My Projects\SnakrX\src\components\layout\ScrollToTop.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 25, 4, 7, 36
"f:\My Projects\SnakrX\src\components\layout\ScrollToTop.test.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 42, 0, 8, 50
"f:\My Projects\SnakrX\src\components\layout\ScrollTopButton.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 29, 0, 9, 38
"f:\My Projects\SnakrX\src\components\layout\Sidebar.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 118, 0, 9, 127
"f:\My Projects\SnakrX\src\components\layout\header\HeaderNavItem.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 32, 0, 4, 36
"f:\My Projects\SnakrX\src\components\layout\header\HeaderUserMenuItem.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 34, 0, 4, 38
"f:\My Projects\SnakrX\src\components\layout\header\HeaderUserMenuPanel.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 91, 0, 7, 98
"f:\My Projects\SnakrX\src\components\layout\header\useHeaderController.js", "JavaScript", 54, 0, 0, 0, 0, 0, 0, 0, 11, 65
"f:\My Projects\SnakrX\src\components\layout\sidebar\SidebarNavItem.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 61, 0, 4, 65
"f:\My Projects\SnakrX\src\components\layout\sidebar\navigationConfig.js", "JavaScript", 62, 0, 0, 0, 0, 0, 0, 0, 4, 66
"f:\My Projects\SnakrX\src\components\layout\sidebar\sidebarMotion.js", "JavaScript", 49, 0, 0, 0, 0, 0, 0, 0, 3, 52
"f:\My Projects\SnakrX\src\components\profile\AchievementsTab.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 57, 4, 5, 66
"f:\My Projects\SnakrX\src\components\profile\FriendList.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 72, 1, 8, 81
"f:\My Projects\SnakrX\src\components\profile\FriendsTab.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 162, 3, 13, 178
"f:\My Projects\SnakrX\src\components\profile\MatchHistoryTab.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 65, 3, 5, 73
"f:\My Projects\SnakrX\src\components\profile\OverviewTab.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 162, 9, 8, 179
"f:\My Projects\SnakrX\src\components\profile\ProfileHeader.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 173, 3, 16, 192
"f:\My Projects\SnakrX\src\components\profile\ProfileTabs.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 62, 3, 4, 69
"f:\My Projects\SnakrX\src\components\profile\SettingsTab.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 183, 3, 14, 200
"f:\My Projects\SnakrX\src\components\profile\StatisticsTab.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 174, 5, 8, 187
"f:\My Projects\SnakrX\src\components\profile\index.js", "JavaScript", 8, 0, 0, 0, 0, 0, 0, 4, 2, 14
"f:\My Projects\SnakrX\src\components\profile\profileHeader\ProfileHeaderIdentity.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 128, 0, 8, 136
"f:\My Projects\SnakrX\src\components\profile\profileHeader\ProfileHeaderIdentity.test.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 29, 0, 3, 32
"f:\My Projects\SnakrX\src\components\profile\profileHeader\ProfileHeaderLevelSummary.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 36, 0, 3, 39
"f:\My Projects\SnakrX\src\components\profile\profileHeader\profileDateUtils.js", "JavaScript", 19, 0, 0, 0, 0, 0, 0, 0, 4, 23
"f:\My Projects\SnakrX\src\components\support\SupportAccountManagementSection.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 40, 0, 4, 44
"f:\My Projects\SnakrX\src\components\support\SupportCategoriesSection.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 72, 0, 4, 76
"f:\My Projects\SnakrX\src\components\support\SupportContactMethodsSection.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 59, 0, 4, 63
"f:\My Projects\SnakrX\src\components\support\SupportEmergencyCard.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 39, 0, 3, 42
"f:\My Projects\SnakrX\src\components\support\SupportPageBackground.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 17, 0, 3, 20
"f:\My Projects\SnakrX\src\components\support\SupportPageHeader.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 29, 0, 4, 33
"f:\My Projects\SnakrX\src\components\support\SupportRequestForm.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 144, 0, 3, 147
"f:\My Projects\SnakrX\src\components\support\SupportResponseTimeCard.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 24, 0, 3, 27
"f:\My Projects\SnakrX\src\components\support\SupportTicketsSection.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 150, 0, 11, 161
"f:\My Projects\SnakrX\src\components\support\supportComponents.test.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 15, 0, 3, 18
"f:\My Projects\SnakrX\src\components\support\supportData.js", "JavaScript", 158, 0, 0, 0, 0, 0, 0, 0, 8, 166
"f:\My Projects\SnakrX\src\components\support\supportUtils.js", "JavaScript", 22, 0, 0, 0, 0, 0, 0, 0, 5, 27
"f:\My Projects\SnakrX\src\components\ui\Button.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 160, 3, 21, 184
"f:\My Projects\SnakrX\src\components\ui\Card.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 4, 4, 3, 11
"f:\My Projects\SnakrX\src\components\ui\ErrorBoundary.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 91, 0, 12, 103
"f:\My Projects\SnakrX\src\components\ui\ErrorBoundary.test.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 66, 0, 13, 79
"f:\My Projects\SnakrX\src\components\ui\GameModeModal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 38, 0, 5, 43
"f:\My Projects\SnakrX\src\components\ui\LoadingSpinner.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 146, 25, 16, 187
"f:\My Projects\SnakrX\src\components\ui\Modal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 7, 0, 3, 10
"f:\My Projects\SnakrX\src\components\ui\Select.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 37, 0, 4, 41
"f:\My Projects\SnakrX\src\components\ui\SnakrXLogo.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 79, 0, 6, 85
"f:\My Projects\SnakrX\src\components\ui\UserAvatar.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 94, 0, 12, 106
"f:\My Projects\SnakrX\src\components\ui\card\CardBase.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 67, 0, 6, 73
"f:\My Projects\SnakrX\src\components\ui\card\CardPresets.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 221, 0, 16, 237
"f:\My Projects\SnakrX\src\components\ui\card\CardStructure.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 25, 0, 5, 30
"f:\My Projects\SnakrX\src\components\ui\card\styles.js", "JavaScript", 75, 0, 0, 0, 0, 0, 0, 0, 5, 80
"f:\My Projects\SnakrX\src\components\ui\errorBoundary\DefaultErrorView.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 147, 0, 13, 160
"f:\My Projects\SnakrX\src\components\ui\errorBoundary\errorMessages.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 34, 0, 3, 37
"f:\My Projects\SnakrX\src\components\ui\errorBoundary\errorUtils.js", "JavaScript", 48, 0, 0, 0, 0, 0, 0, 0, 9, 57
"f:\My Projects\SnakrX\src\components\ui\errorBoundary\errorUtils.test.js", "JavaScript", 43, 0, 0, 0, 0, 0, 0, 0, 7, 50
"f:\My Projects\SnakrX\src\components\ui\errorBoundary\fallbackComponents.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 102, 0, 9, 111
"f:\My Projects\SnakrX\src\components\ui\modal\AchievementModal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 68, 0, 7, 75
"f:\My Projects\SnakrX\src\components\ui\modal\AlertModal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 63, 0, 6, 69
"f:\My Projects\SnakrX\src\components\ui\modal\BaseModal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 113, 0, 11, 124
"f:\My Projects\SnakrX\src\components\ui\modal\ConfirmModal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 51, 0, 5, 56
"f:\My Projects\SnakrX\src\components\ui\modal\LoadingModal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 29, 0, 3, 32
"f:\My Projects\SnakrX\src\components\ui\modal\constants.js", "JavaScript", 40, 0, 0, 0, 0, 0, 0, 0, 3, 43
"f:\My Projects\SnakrX\src\components\ui\modal\useModalBehavior.js", "JavaScript", 74, 0, 0, 0, 0, 0, 0, 0, 13, 87
"f:\My Projects\SnakrX\src\data\achievements.js", "JavaScript", 189, 0, 0, 0, 0, 0, 0, 4, 24, 217
"f:\My Projects\SnakrX\src\data\achievements\foodAchievements.js", "JavaScript", 58, 0, 0, 0, 0, 0, 0, 3, 1, 62
"f:\My Projects\SnakrX\src\data\achievements\funnyAchievements.js", "JavaScript", 64, 0, 0, 0, 0, 0, 0, 3, 1, 68
"f:\My Projects\SnakrX\src\data\achievements\gameplayAchievements.js", "JavaScript", 204, 0, 0, 0, 0, 0, 0, 3, 1, 208
"f:\My Projects\SnakrX\src\data\achievements\leaderboardAchievements.js", "JavaScript", 154, 0, 0, 0, 0, 0, 0, 3, 1, 158
"f:\My Projects\SnakrX\src\data\achievements\multiplayerAchievements.js", "JavaScript", 42, 0, 0, 0, 0, 0, 0, 3, 1, 46
"f:\My Projects\SnakrX\src\data\achievements\scoreAchievements.js", "JavaScript", 86, 0, 0, 0, 0, 0, 0, 3, 1, 90
"f:\My Projects\SnakrX\src\data\achievements\skillAchievements.js", "JavaScript", 102, 0, 0, 0, 0, 0, 0, 3, 1, 106
"f:\My Projects\SnakrX\src\data\achievements\socialAchievements.js", "JavaScript", 26, 0, 0, 0, 0, 0, 0, 3, 1, 30
"f:\My Projects\SnakrX\src\data\achievements\specialAchievements.js", "JavaScript", 32, 0, 0, 0, 0, 0, 0, 3, 1, 36
"f:\My Projects\SnakrX\src\data\achievements\speedAchievements.js", "JavaScript", 58, 0, 0, 0, 0, 0, 0, 3, 1, 62
"f:\My Projects\SnakrX\src\data\achievements\streakAchievements.js", "JavaScript", 62, 0, 0, 0, 0, 0, 0, 3, 1, 66
"f:\My Projects\SnakrX\src\data\achievements\survivalAchievements.js", "JavaScript", 44, 0, 0, 0, 0, 0, 0, 3, 1, 48
"f:\My Projects\SnakrX\src\data\achievements\vsAiAchievements.js", "JavaScript", 43, 0, 0, 0, 0, 0, 0, 3, 1, 47
"f:\My Projects\SnakrX\src\hooks\achievements\context.js", "JavaScript", 9, 0, 0, 0, 0, 0, 0, 6, 4, 19
"f:\My Projects\SnakrX\src\hooks\achievements\index.js", "JavaScript", 3, 0, 0, 0, 0, 0, 0, 3, 2, 8
"f:\My Projects\SnakrX\src\hooks\achievements\operationUtils.js", "JavaScript", 106, 0, 0, 0, 0, 0, 0, 0, 20, 126
"f:\My Projects\SnakrX\src\hooks\achievements\operationUtils.test.js", "JavaScript", 52, 0, 0, 0, 0, 0, 0, 0, 10, 62
"f:\My Projects\SnakrX\src\hooks\achievements\operations.js", "JavaScript", 74, 0, 0, 0, 0, 0, 0, 7, 7, 88
"f:\My Projects\SnakrX\src\hooks\achievements\operations.test.js", "JavaScript", 101, 0, 0, 0, 0, 0, 0, 0, 18, 119
"f:\My Projects\SnakrX\src\hooks\achievements\operations\syncCollectedAchievements.js", "JavaScript", 91, 0, 0, 0, 0, 0, 0, 0, 13, 104
"f:\My Projects\SnakrX\src\hooks\achievements\operations\syncCollectedAchievements.test.js", "JavaScript", 125, 0, 0, 0, 0, 0, 0, 0, 16, 141
"f:\My Projects\SnakrX\src\hooks\achievements\operations\useAchievementCollectionOperations.js", "JavaScript", 125, 0, 0, 0, 0, 0, 0, 0, 21, 146
"f:\My Projects\SnakrX\src\hooks\achievements\operations\useAchievementCollectionOperations.test.js", "JavaScript", 116, 0, 0, 0, 0, 0, 0, 0, 18, 134
"f:\My Projects\SnakrX\src\hooks\achievements\operations\useAchievementMetricsOperations.js", "JavaScript", 98, 0, 0, 0, 0, 0, 0, 0, 17, 115
"f:\My Projects\SnakrX\src\hooks\achievements\operations\useAchievementUnlockOperations.js", "JavaScript", 63, 0, 0, 0, 0, 0, 0, 0, 11, 74
"f:\My Projects\SnakrX\src\hooks\achievements\progress.js", "JavaScript", 185, 0, 0, 0, 0, 0, 0, 1, 28, 214
"f:\My Projects\SnakrX\src\hooks\auth\auth.test.js", "JavaScript", 202, 0, 0, 0, 0, 0, 0, 0, 34, 236
"f:\My Projects\SnakrX\src\hooks\auth\authOperationErrors.js", "JavaScript", 66, 0, 0, 0, 0, 0, 0, 0, 3, 69
"f:\My Projects\SnakrX\src\hooks\auth\authOperationHelpers.js", "JavaScript", 80, 0, 0, 0, 0, 0, 0, 0, 11, 91
"f:\My Projects\SnakrX\src\hooks\auth\authOperationHelpers.test.js", "JavaScript", 105, 0, 0, 0, 0, 0, 0, 0, 12, 117
"f:\My Projects\SnakrX\src\hooks\auth\authOperations.js", "JavaScript", 141, 0, 0, 0, 0, 0, 0, 25, 17, 183
"f:\My Projects\SnakrX\src\hooks\auth\authProviderHelpers.js", "JavaScript", 94, 0, 0, 0, 0, 0, 0, 0, 14, 108
"f:\My Projects\SnakrX\src\hooks\auth\constants.js", "JavaScript", 110, 0, 0, 0, 0, 0, 0, 17, 11, 138
"f:\My Projects\SnakrX\src\hooks\auth\context.js", "JavaScript", 9, 0, 0, 0, 0, 0, 0, 8, 4, 21
"f:\My Projects\SnakrX\src\hooks\auth\index.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 5, 3, 14
"f:\My Projects\SnakrX\src\hooks\auth\operations\profileUpdates.js", "JavaScript", 38, 0, 0, 0, 0, 0, 0, 0, 7, 45
"f:\My Projects\SnakrX\src\hooks\auth\operations\signUpWorkflow.js", "JavaScript", 27, 0, 0, 0, 0, 0, 0, 0, 5, 32
"f:\My Projects\SnakrX\src\hooks\auth\operations\usernameAvailability.js", "JavaScript", 20, 0, 0, 0, 0, 0, 0, 0, 4, 24
"f:\My Projects\SnakrX\src\hooks\auth\profileRefresh.js", "JavaScript", 29, 0, 0, 0, 0, 0, 0, 0, 6, 35
"f:\My Projects\SnakrX\src\hooks\auth\rateLimit.js", "JavaScript", 39, 0, 0, 0, 0, 0, 0, 19, 10, 68
"f:\My Projects\SnakrX\src\hooks\auth\statMath.js", "JavaScript", 75, 0, 0, 0, 0, 0, 0, 0, 19, 94
"f:\My Projects\SnakrX\src\hooks\auth\statMath.test.js", "JavaScript", 49, 0, 0, 0, 0, 0, 0, 0, 10, 59
"f:\My Projects\SnakrX\src\hooks\auth\useMountedState.js", "JavaScript", 14, 0, 0, 0, 0, 0, 0, 0, 5, 19
"f:\My Projects\SnakrX\src\hooks\auth\userStats.js", "JavaScript", 24, 0, 0, 0, 0, 0, 0, 9, 5, 38
"f:\My Projects\SnakrX\src\hooks\auth\userStats.test.js", "JavaScript", 48, 0, 0, 0, 0, 0, 0, 0, 15, 63
"f:\My Projects\SnakrX\src\hooks\friends\context.js", "JavaScript", 9, 0, 0, 0, 0, 0, 0, 0, 3, 12
"f:\My Projects\SnakrX\src\hooks\friends\friends.test.js", "JavaScript", 88, 0, 0, 0, 0, 0, 0, 6, 22, 116
"f:\My Projects\SnakrX\src\hooks\friends\relationshipState.js", "JavaScript", 64, 0, 0, 0, 0, 0, 0, 0, 12, 76
"f:\My Projects\SnakrX\src\hooks\friends\relationshipState.test.js", "JavaScript", 45, 0, 0, 0, 0, 0, 0, 0, 6, 51
"f:\My Projects\SnakrX\src\hooks\friends\useFriendActions.js", "JavaScript", 163, 0, 0, 0, 0, 0, 0, 0, 19, 182
"f:\My Projects\SnakrX\src\hooks\friends\useFriendsData.js", "JavaScript", 78, 0, 0, 0, 0, 0, 0, 0, 12, 90
"f:\My Projects\SnakrX\src\hooks\game\InputQueue.js", "JavaScript", 36, 0, 0, 0, 0, 0, 0, 0, 9, 45
"f:\My Projects\SnakrX\src\hooks\game\InputQueue.test.js", "JavaScript", 23, 0, 0, 0, 0, 0, 0, 0, 6, 29
"f:\My Projects\SnakrX\src\hooks\game\constants.js", "JavaScript", 50, 0, 0, 0, 0, 0, 0, 6, 6, 62
"f:\My Projects\SnakrX\src\hooks\game\context.js", "JavaScript", 9, 0, 0, 0, 0, 0, 0, 7, 4, 20
"f:\My Projects\SnakrX\src\hooks\game\gameActionUtils.js", "JavaScript", 74, 0, 0, 0, 0, 0, 0, 0, 20, 94
"f:\My Projects\SnakrX\src\hooks\game\gameInitialization.js", "JavaScript", 82, 0, 0, 0, 0, 0, 0, 0, 6, 88
"f:\My Projects\SnakrX\src\hooks\game\gameLogic.js", "JavaScript", 251, 0, 0, 0, 0, 0, 0, 23, 33, 307
"f:\My Projects\SnakrX\src\hooks\game\gameLogic.test.js", "JavaScript", 345, 0, 0, 0, 0, 0, 0, 3, 57, 405
"f:\My Projects\SnakrX\src\hooks\game\gameLogicHelpers.js", "JavaScript", 112, 0, 0, 0, 0, 0, 0, 0, 20, 132
"f:\My Projects\SnakrX\src\hooks\game\gamePersistenceEngine.js", "JavaScript", 87, 0, 0, 0, 0, 0, 0, 0, 14, 101
"f:\My Projects\SnakrX\src\hooks\game\gamePersistenceEngine.test.js", "JavaScript", 77, 0, 0, 0, 0, 0, 0, 0, 9, 86
"f:\My Projects\SnakrX\src\hooks\game\gameTickEngine.js", "JavaScript", 24, 0, 0, 0, 0, 0, 0, 0, 6, 30
"f:\My Projects\SnakrX\src\hooks\game\gameTickEngine.test.js", "JavaScript", 144, 0, 0, 0, 0, 0, 0, 0, 11, 155
"f:\My Projects\SnakrX\src\hooks\game\index.js", "JavaScript", 14, 0, 0, 0, 0, 0, 0, 5, 3, 22
"f:\My Projects\SnakrX\src\hooks\game\inputConfig.js", "JavaScript", 61, 0, 0, 0, 0, 0, 0, 0, 4, 65
"f:\My Projects\SnakrX\src\hooks\game\inputConfig.test.js", "JavaScript", 16, 0, 0, 0, 0, 0, 0, 0, 3, 19
"f:\My Projects\SnakrX\src\hooks\game\multiplayer.test.js", "JavaScript", 69, 0, 0, 0, 0, 0, 0, 13, 18, 100
"f:\My Projects\SnakrX\src\hooks\game\progress.js", "JavaScript", 40, 0, 0, 0, 0, 0, 0, 0, 7, 47
"f:\My Projects\SnakrX\src\hooks\game\progress.test.js", "JavaScript", 63, 0, 0, 0, 0, 0, 0, 0, 10, 73
"f:\My Projects\SnakrX\src\hooks\game\runtimeRefs.js", "JavaScript", 21, 0, 0, 0, 0, 0, 0, 0, 2, 23
"f:\My Projects\SnakrX\src\hooks\game\sessionPersistence.js", "JavaScript", 16, 0, 0, 0, 0, 0, 0, 0, 1, 17
"f:\My Projects\SnakrX\src\hooks\game\sessionPersistence.test.js", "JavaScript", 317, 0, 0, 0, 0, 0, 0, 0, 24, 341
"f:\My Projects\SnakrX\src\hooks\game\sessionPersistence\achievementStats.js", "JavaScript", 57, 0, 0, 0, 0, 0, 0, 0, 1, 58
"f:\My Projects\SnakrX\src\hooks\game\sessionPersistence\modeAndWeek.js", "JavaScript", 43, 0, 0, 0, 0, 0, 0, 0, 11, 54
"f:\My Projects\SnakrX\src\hooks\game\sessionPersistence\rankUpdates.js", "JavaScript", 43, 0, 0, 0, 0, 0, 0, 0, 6, 49
"f:\My Projects\SnakrX\src\hooks\game\sessionPersistence\sessionData.js", "JavaScript", 53, 0, 0, 0, 0, 0, 0, 0, 4, 57
"f:\My Projects\SnakrX\src\hooks\game\sessionPersistence\statUpdates.js", "JavaScript", 132, 0, 0, 0, 0, 0, 0, 0, 18, 150
"f:\My Projects\SnakrX\src\hooks\game\tickEngine\foodState.js", "JavaScript", 90, 0, 0, 0, 0, 0, 0, 0, 15, 105
"f:\My Projects\SnakrX\src\hooks\game\tickEngine\outcome.js", "JavaScript", 19, 0, 0, 0, 0, 0, 0, 0, 6, 25
"f:\My Projects\SnakrX\src\hooks\game\tickEngine\stateUpdates.js", "JavaScript", 129, 0, 0, 0, 0, 0, 0, 0, 20, 149
"f:\My Projects\SnakrX\src\hooks\game\useGameActions.js", "JavaScript", 215, 0, 0, 0, 0, 0, 0, 0, 30, 245
"f:\My Projects\SnakrX\src\hooks\game\useGameActions.test.js", "JavaScript", 146, 0, 0, 0, 0, 0, 0, 0, 30, 176
"f:\My Projects\SnakrX\src\hooks\game\useGameAutoSaveEffect.js", "JavaScript", 39, 0, 0, 0, 0, 0, 0, 0, 7, 46
"f:\My Projects\SnakrX\src\hooks\game\useGameAutoSaveEffect.test.js", "JavaScript", 72, 0, 0, 0, 0, 0, 0, 0, 18, 90
"f:\My Projects\SnakrX\src\hooks\game\useGameLoopLifecycleEffect.js", "JavaScript", 32, 0, 0, 0, 0, 0, 0, 0, 4, 36
"f:\My Projects\SnakrX\src\hooks\game\useGamePersistence.js", "JavaScript", 36, 0, 0, 0, 0, 0, 0, 0, 5, 41
"f:\My Projects\SnakrX\src\hooks\game\useGameRuntimeState.js", "JavaScript", 62, 0, 0, 0, 0, 0, 0, 0, 8, 70
"f:\My Projects\SnakrX\src\hooks\game\useGameTickController.js", "JavaScript", 137, 0, 0, 0, 0, 0, 0, 0, 20, 157
"f:\My Projects\SnakrX\src\hooks\game\useKeyboardInputHandlers.js", "JavaScript", 130, 0, 0, 0, 0, 0, 0, 0, 22, 152
"f:\My Projects\SnakrX\src\hooks\game\useTouchInputHandlers.js", "JavaScript", 96, 0, 0, 0, 0, 0, 0, 0, 23, 119
"f:\My Projects\SnakrX\src\hooks\leaderboard\constants.js", "JavaScript", 28, 0, 0, 0, 0, 0, 0, 0, 5, 33
"f:\My Projects\SnakrX\src\hooks\leaderboard\useTrackedLeaderboardRequests.js", "JavaScript", 63, 0, 0, 0, 0, 0, 0, 0, 14, 77
"f:\My Projects\SnakrX\src\hooks\useAchievements.js", "JavaScript", 152, 0, 0, 0, 0, 0, 0, 11, 31, 194
"f:\My Projects\SnakrX\src\hooks\useAchievements.test.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 65, 0, 9, 74
"f:\My Projects\SnakrX\src\hooks\useAuth.js", "JavaScript", 142, 0, 0, 0, 0, 0, 0, 12, 20, 174
"f:\My Projects\SnakrX\src\hooks\useAuth.test.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 188, 0, 31, 219
"f:\My Projects\SnakrX\src\hooks\useFriends.js", "JavaScript", 84, 0, 0, 0, 0, 0, 0, 0, 9, 93
"f:\My Projects\SnakrX\src\hooks\useFriends.test.js", "JavaScript", 115, 0, 0, 0, 0, 0, 0, 0, 22, 137
"f:\My Projects\SnakrX\src\hooks\useGame.js", "JavaScript", 144, 0, 0, 0, 0, 0, 0, 4, 13, 161
"f:\My Projects\SnakrX\src\hooks\useGameInput.js", "JavaScript", 186, 0, 0, 0, 0, 0, 0, 4, 21, 211
"f:\My Projects\SnakrX\src\hooks\useGameInput.test.js", "JavaScript", 139, 0, 0, 0, 0, 0, 0, 0, 31, 170
"f:\My Projects\SnakrX\src\hooks\useLeaderboard.js", "JavaScript", 181, 0, 0, 0, 0, 0, 0, 40, 42, 263
"f:\My Projects\SnakrX\src\hooks\useLeaderboard.test.js", "JavaScript", 116, 0, 0, 0, 0, 0, 0, 0, 28, 144
"f:\My Projects\SnakrX\src\main.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 22, 0, 3, 25
"f:\My Projects\SnakrX\src\pages\AchievementsPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 151, 0, 13, 164
"f:\My Projects\SnakrX\src\pages\AchievementsPage.test.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 375, 0, 33, 408
"f:\My Projects\SnakrX\src\pages\FriendsPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 29, 0, 6, 35
